fine_amount,penalty_amount,interest_amount,payment_amount,amount_due,total_charges,net_paid,unpaid_balance_ratio,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,county_encoded,issuing_agency_encoded,violation_status_encoded,license_type_encoded,cluster
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,0,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,6,20,4,2,0,5,5,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,4,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,2,1,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,4,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,2,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
50.0,25.0,1.86,76.73,0.0,76.86,76.60000000000001,0.0,2025,2,7,4,1,0,1,1,6,8,0
65.0,60.0,18.129699999999985,189.4,0.0,143.1297,189.09,0.0,2018,11,13,1,4,0,3,6,6,1,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,1,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,1,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,1,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,2,7,6,8,2
50.0,25.0,1.9,76.86,0.0,76.9,76.82,0.0,2025,2,7,4,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,2,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,1,1,6,8,0
150.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,2025,3,23,6,1,1,2,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
115.0,0.0,0.0,0.0,0.0,115.0,-55.09999999999991,0.0,2023,5,13,5,2,1,2,6,5,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
115.0,30.0,0.0,145.0,0.0,145.0,145.0,0.0,2025,1,7,1,1,0,2,3,2,8,1
65.0,60.0,0.59,125.5,0.0,125.59,125.41,0.0,2025,1,13,0,1,0,2,3,6,8,1
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,3,4,1,1,0,2,6,3,8,1
115.0,60.0,0.91,175.69,0.0,175.91,175.47,0.0,2025,1,10,4,1,0,2,3,6,6,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,3,1,6,8,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,2,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,0,0,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,4,1,4,0,5,7,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,1,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,2.16,77.16,0.0,77.16,77.16,0.0,2025,1,9,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,3,27,3,1,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,17.46,92.37,0.0,92.46,92.28,0.0,2022,6,24,4,2,0,3,1,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,21,1,4,0,1,0,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,10,6,0,4,0,2,0,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,3,27,3,1,0,2,6,6,8,0
50.0,25.0,17.37,92.33,0.0,92.37,92.29,0.0,2022,6,15,2,2,0,1,1,6,8,1
50.0,25.0,17.33,92.2,0.0,92.33,92.07,0.0,2022,6,22,2,2,0,0,1,6,8,1
60.0,60.0,16.71,136.7,0.0,136.71,136.69,0.0,2023,5,7,6,2,1,0,6,6,8,1
65.0,60.0,17.63,142.35,0.0,142.63,142.07,0.0,2023,5,1,0,2,0,0,6,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,3,3,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,1,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,1,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,2,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,5,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,13,2,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,2.51,50.0,0.0,77.51,22.49,0.0,2024,12,6,4,4,0,3,1,0,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,2.55,77.55,0.0,77.55,77.55,0.0,2024,11,17,6,4,1,3,1,6,8,2
50.0,25.0,2.57,77.51,0.0,77.57,77.45,0.0,2024,11,17,6,4,1,0,1,6,8,2
50.0,25.0,1.41,76.34,0.0,76.41,76.27000000000001,0.0,2025,1,1,2,1,0,3,1,6,8,0
60.0,0.0,0.0,60.0,0.0,60.0,60.0,0.0,2025,4,18,4,2,0,2,6,6,8,0
50.0,25.0,1.3,76.21,0.0,76.3,76.11999999999999,0.0,2025,1,14,1,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,21,4,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,22,5,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2024,7,11,3,3,0,2,6,6,3,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,3,10,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,0,1,6,5,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
35.0,0.0,0.0,35.0,0.0,35.0,35.0,0.0,2025,1,16,3,1,0,3,6,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
65.0,0.0,0.0,50.0,0.0,65.0,35.0,0.0,2024,7,10,2,3,0,2,6,4,1,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,6,2
115.0,0.0,0.0,90.0,0.0,115.0,65.0,0.0,2024,7,11,3,3,0,2,6,4,1,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,0,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,12,29,6,4,1,4,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,2,7,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2022,7,9,5,3,1,5,8,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,2,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,12,29,6,4,1,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,0,0,6,8,0
59.94399185336049,4.760692464358452,1.0263034623217924,63.7833401221996,0.1069246435845213,65.73098778004073,61.94261710794298,0.0016267006962124,2022,7,14,3,3,0,5,8,6,8,2
115.0,60.0,18.129699999999985,201.25599999999997,0.0,193.1297,201.16599999999997,0.0,2021,7,14,2,3,0,1,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,3,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,0.0,0.0,50.0,-50.0,0.0,2025,9,23,1,3,0,0,1,6,8,2
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,9,23,1,3,0,0,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,1,1,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,18,4,2,0,2,6,6,8,1
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,3,3,2,0,2,6,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,3,3,2,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,1,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,1,2
150.0,0.0,0.0,201.25599999999997,0.0,150.0,201.25599999999997,0.0,2025,11,4,1,4,0,2,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,4,1,2
60.0,0.0,0.0,60.0,0.0,60.0,60.0,0.0,2025,4,18,4,2,0,2,6,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,4,4,2,0,2,6,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,4,4,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,2,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,3,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,7,0,2,0,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,8,1,2,0,0,0,6,8,0
150.0,0.0,0.0,201.25599999999997,0.0,150.0,201.25599999999997,0.0,2025,11,4,1,4,0,2,7,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,9,23,1,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,2.33,77.3,0.0,77.33,77.27,0.0,2024,11,17,6,4,1,0,1,6,8,2
50.0,25.0,1.34,76.08,0.0,76.34,75.82,0.0,2025,1,1,2,1,0,3,1,6,8,0
50.0,25.0,1.08,75.95,0.0,76.08,75.82000000000001,0.0,2025,1,1,2,1,0,0,1,6,8,0
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,22,1,2,0,2,6,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,18,1,4,0,0,1,6,6,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,0,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,2,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,25.0,0.0,75.0,0.0,75.0,75.0,0.0,2025,2,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,0,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,3,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,23,6,1,1,3,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,11,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,12,5,2,1,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,15,1,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,6,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,3,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,24,2,3,0,1,1,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,4,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2024,11,14,3,4,0,5,7,6,8,2
115.0,0.0,0.0,115.0,0.0,115.0,115.0,0.0,2025,4,22,1,2,0,2,6,6,8,1
50.0,25.0,0.0,50.0,0.0,75.0,25.0,0.0,2025,3,6,3,1,0,0,1,0,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,11,19,2,4,0,3,1,6,6,2
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,10,3,2,0,1,0,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,3,1,6,8,0
50.0,25.0,15.58,90.52,0.0,90.58,90.46,0.0,2023,5,8,0,2,0,1,1,6,8,1
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,9,19,4,3,0,3,1,6,7,2
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,4,4,2,0,2,6,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,1,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,3,1,6,11,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,6,3,1,0,4,1,6,8,0
50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,2025,3,11,1,1,0,0,1,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,16,2,2,0,0,0,6,8,0
65.0,0.0,0.0,65.0,0.0,65.0,65.0,0.0,2025,4,11,4,2,0,1,0,6,8,0
95.0,0.0,0.0,95.0,0.0,95.0,95.0,0.0,2025,1,16,3,1,0,3,6,6,5,1
