fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,total_charges,net_paid,unpaid_balance_ratio,high_fine_flag,county_encoded,state_encoded,license_type_encoded,issuing_agency_encoded,violation_status_encoded
65.0,10.0,0.0,55.09999999999991,0.0,0.0,2025,3,17,0,1,0,75.0,-55.09999999999991,0.0,1,2,17,1,6,5
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,14,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,6
95.0,10.0,0.0,0.0,105.0,0.0,2025,3,24,0,1,0,105.0,105.0,0.0,1,1,17,8,5,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,9,23,1,3,0,75.0,75.0,0.0,0,3,17,8,1,6
50.0,25.0,1.88,0.02,76.86,0.0,2025,2,7,4,1,0,76.88,76.84,0.0,0,1,17,8,1,3
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,2,5,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,10,8,1,6
65.0,0.0,0.0,55.09999999999991,0.0,0.0,2023,5,15,0,2,0,65.0,-55.09999999999991,0.0,1,2,9,8,6,5
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,4,10,3,2,0,115.0,115.0,0.0,1,1,19,8,0,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,0,21,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,1,17,8,1,3
115.0,10.0,0.0,0.0,125.0,0.0,2023,11,17,4,4,0,125.0,125.0,0.0,1,5,24,8,5,6
115.0,30.0,0.0,0.0,145.0,0.0,2025,2,22,5,1,1,145.0,145.0,0.0,1,1,17,8,5,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,3,19,2,1,0,65.0,65.0,0.0,1,2,16,8,6,3
150.0,0.0,0.0,0.0,150.0,0.0,2025,11,4,1,4,0,150.0,150.0,0.0,1,5,17,8,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,16,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,2,23,6,1,1,50.0,50.0,0.0,0,1,17,8,1,6
35.0,0.0,0.0,0.0,35.0,0.0,2025,4,10,3,2,0,35.0,35.0,0.0,0,2,16,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,6,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,19,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,5,17,11,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,12,5,2,1,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,10,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,6,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,4,8,8,7,6
100.0,0.0,0.0,0.0,100.0,0.0,2025,1,15,2,1,0,100.0,100.0,0.0,1,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,4,11,4,2,0,115.0,115.0,0.0,1,0,19,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
95.0,10.0,0.0,0.0,0.0,0.10692464358452139,2023,7,25,1,3,0,105.0,0.0,0.0010183299389002038,1,1,23,8,5,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,1,17,8,7,6
150.0,60.0,3.67,0.02,201.25599999999994,0.0,2024,5,23,3,2,0,213.67,201.23599999999993,0.0,1,0,17,8,5,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,0,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,6,20,4,2,0,115.0,115.0,0.0,1,5,17,8,5,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,4,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,4,17,11,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,11,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,1,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,9,23,1,3,0,75.0,75.0,0.0,0,2,16,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,12,5,2,1,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,25.0,1.86,0.13,76.73,0.0,2025,2,7,4,1,0,76.86,76.60000000000001,0.0,0,1,17,8,1,6
65.0,60.0,18.129699999999982,0.31,189.4,0.0,2018,11,13,1,4,0,143.12969999999999,189.09,0.0,1,3,17,1,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,1,7,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,12,5,2,1,65.0,65.0,0.0,1,0,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,17,6,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,10,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,11,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,6,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,2,16,8,7,6
50.0,25.0,1.9,0.04,76.86,0.0,2025,2,7,4,1,0,76.9,76.82,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,2,6,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,1,17,8,1,6
150.0,0.0,0.0,0.0,150.0,0.0,2025,3,23,6,1,1,150.0,150.0,0.0,1,2,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,19,8,1,6
115.0,0.0,0.0,55.09999999999991,0.0,0.0,2023,5,13,5,2,1,115.0,-55.09999999999991,0.0,1,2,9,8,6,5
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
115.0,30.0,0.0,0.0,145.0,0.0,2025,1,7,1,1,0,145.0,145.0,0.0,1,2,17,8,3,2
65.0,60.0,0.59,0.09,125.5,0.0,2025,1,13,0,1,0,125.59,125.41,0.0,1,2,17,8,3,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,3,4,1,1,0,115.0,115.0,0.0,1,2,16,8,6,3
115.0,60.0,0.91,0.22,175.69,0.0,2025,1,10,4,1,0,175.91,175.47,0.0,1,2,17,6,3,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,18,1,4,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,25.0,0.0,25.0,50.0,0.0,2025,9,23,1,3,0,75.0,25.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,16,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,16,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,17,6,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,4,1,4,0,50.0,50.0,0.0,0,5,16,8,7,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,18,1,4,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,2.16,0.0,77.16,0.0,2025,1,9,3,1,0,77.16,77.16,0.0,0,3,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,3,11,1,1,0,75.0,75.0,0.0,0,0,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,17.46,0.09,92.37,0.0,2022,6,24,4,2,0,92.46000000000001,92.28,0.0,0,3,11,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,11,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,10,21,1,4,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,10,6,0,4,0,65.0,65.0,0.0,1,2,5,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,23,6,1,1,50.0,50.0,0.0,0,0,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,25.0,17.37,0.04,92.33,0.0,2022,6,15,2,2,0,92.37,92.28999999999999,0.0,0,1,17,8,1,6
50.0,25.0,17.33,0.13,92.2,0.0,2022,6,22,2,2,0,92.33,92.07000000000001,0.0,0,0,17,8,1,6
60.0,60.0,16.71,0.01,136.7,0.0,2023,5,7,6,2,1,136.71,136.69,0.0,1,0,19,8,6,6
65.0,60.0,17.63,0.28,142.35,0.0,2023,5,1,0,2,0,142.63,142.07,0.0,1,0,17,8,6,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,3,3,2,0,65.0,65.0,0.0,1,2,17,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,1,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,1,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,1,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,18,1,4,0,50.0,50.0,0.0,0,2,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,2.51,27.51,50.0,0.0,2024,12,6,4,4,0,77.51,22.49,0.0,0,3,17,8,1,0
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,25.0,2.55,0.0,77.55,0.0,2024,11,17,6,4,1,77.55,77.55,0.0,0,3,19,8,1,6
50.0,25.0,2.57,0.06,77.51,0.0,2024,11,17,6,4,1,77.57,77.45,0.0,0,0,17,8,1,6
50.0,25.0,1.41,0.07,76.34,0.0,2025,1,1,2,1,0,76.41,76.27000000000001,0.0,0,3,17,8,1,6
60.0,0.0,0.0,0.0,60.0,0.0,2025,4,18,4,2,0,60.0,60.0,0.0,1,2,17,8,6,6
50.0,25.0,1.3,0.09,76.21,0.0,2025,1,14,1,1,0,76.3,76.11999999999999,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,21,4,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2024,7,11,3,3,0,65.0,65.0,0.0,1,2,17,3,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,10,7,3
50.0,25.0,0.0,25.0,50.0,0.0,2025,9,23,1,3,0,75.0,25.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,5,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,5,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,16,8,0,6
35.0,0.0,0.0,0.0,35.0,0.0,2025,1,16,3,1,0,35.0,35.0,0.0,0,3,10,8,6,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
65.0,0.0,0.0,15.0,50.0,0.0,2024,7,10,2,3,0,65.0,35.0,0.0,1,2,17,1,6,4
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,6,7,6
115.0,0.0,0.0,25.0,90.0,0.0,2024,7,11,3,3,0,115.0,65.0,0.0,1,2,17,1,6,4
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,0,17,8,1,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,3,6,3,1,0,75.0,75.0,0.0,0,0,19,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,16,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,12,29,6,4,1,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,2,17,6,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2022,7,9,5,3,1,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,11,8,8,6
50.0,25.0,0.0,0.0,75.0,0.0,2025,2,23,6,1,1,75.0,75.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,11,18,1,4,0,50.0,50.0,0.0,0,2,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
50.0,25.0,0.0,25.0,50.0,0.0,2025,9,23,1,3,0,75.0,25.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,12,29,6,4,1,50.0,50.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,11,4,2,0,65.0,65.0,0.0,1,1,17,8,0,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,14,8,0,6
59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,2022,7,14,3,3,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,16,8,8,6
115.0,60.0,18.129699999999982,0.09,201.25599999999994,0.0,2021,7,14,2,3,0,193.12969999999999,201.16599999999994,0.0,1,1,16,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,3
50.0,0.0,0.0,0.0,50.0,0.0,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
50.0,0.0,0.0,50.0,0.0,0.0,2025,9,23,1,3,0,50.0,-50.0,0.0,0,0,17,8,1,6
50.0,25.0,0.0,25.0,50.0,0.0,2025,9,23,1,3,0,75.0,25.0,0.0,0,0,17,8,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,4,18,4,2,0,115.0,115.0,0.0,1,2,17,8,6,6
65.0,0.0,0.0,0.0,65.0,0.0,2025,4,3,3,2,0,65.0,65.0,0.0,1,2,17,8,6,6
115.0,0.0,0.0,0.0,115.0,0.0,2025,4,3,3,2,0,115.0,115.0,0.0,1,2,16,8,6,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,1,1,6
50.0,0.0,0.0,0.0,50.0,0.0,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
